ID,VOICED/UNVOICED,SPEAKER,OWNER,
22380,,,Czarek,
22381,,,Czarek,
22382,,,Czarek,
22383,,,Czarek,
22384,,,Czarek,
22385,,,Czarek,
22386,,,Czarek,
22387,,,Czarek,
22388,,,Czarek,
22389,,,Czarek,
22390,,,Czarek,
22391,,,Czarek,
22392,,,Czarek,
22393,,,Czarek,
22394,,,Czarek,
22395,,,Czarek,
22396,,,Czarek,
22397,,,Czarek,
22398,,,Czarek,
22399,,,Czarek,
22400,,,Czarek,
22401,,,Czarek,
22402,,,Czarek,
22403,,,Czarek,
22404,,,Czarek,
22405,,,Czarek,
22406,,,Czarek,
22407,,,Czarek,
22408,,,Czarek,
22409,,,Czarek,
22410,,,Czarek,
22411,,,Czarek,
22412,,,Czarek,
22413,,,Czarek,
22414,,,Czarek,
22415,,,Czarek,
22416,,,Czarek,
22417,,,Czarek,
22418,,,Czarek,
22419,,,Czarek,
22420,,,Czarek,
22421,,,Czarek,
22422,,,Czarek,
22423,,,Czarek,
22424,,,Czarek,
22425,,,Czarek,
22426,,,Czarek,
22427,,,Czarek,
22428,,,Czarek,
22429,,,Czarek,
22430,,,Czarek,
22431,,,Czarek,
22432,,,Czarek,
22433,,,Czarek,
22434,,,Czarek,
22435,,,Czarek,
22436,,,Czarek,
22437,,,Czarek,
22438,,,Czarek,
22439,,,Czarek,
22440,,,Czarek,
22441,,,Czarek,
22442,,,Czarek,
22443,,,Czarek,
22444,,,Czarek,
22445,,,Czarek,
22446,,,Czarek,
22447,,,Czarek,
22448,,,Czarek,
22449,,,Czarek,
22450,,,Czarek,
22451,,,Czarek,
22452,,,Czarek,
22453,,,Czarek,
22454,,,Czarek,
22455,,,Czarek,
22456,,,Czarek,
22457,,,Czarek,
22458,,,Czarek,
22459,,,Czarek,
22460,,,Czarek,
22461,,,Czarek,
22462,,,Czarek,
22463,,,Czarek,
22464,,,Czarek,
22465,,,Czarek,
22466,,,Czarek,
22467,,,Czarek,
22468,,,Czarek,
22469,,,Czarek,
22470,,,Czarek,
22471,,,Czarek,
22472,,,Czarek,
22473,,,Czarek,
22474,,,Czarek,
22475,,,Czarek,
22476,,,Czarek,
22477,,,Czarek,
22478,,,Czarek,
22479,,,Czarek,
22480,,,Czarek,
22481,,,Czarek,
22482,,,Czarek,
22483,,,Czarek,
22484,,,Czarek,
22485,,,Czarek,
22486,,,Czarek,
22487,,,Czarek,
22488,,,Czarek,
22489,,,Czarek,
22490,,,Czarek,
22491,,,Czarek,
22492,,,Czarek,
22493,,,Czarek,
22494,,,Czarek,
22495,,,Czarek,
22496,,,Czarek,
22497,,,Czarek,
22498,,,Czarek,
22499,,,Czarek,
22500,1,2,A. Kurowski,Kodowanie aktuwności głosowej 1 - głos (w tym oddech) 0 - cisza
22501,1,2,A. Kurowski,"Kodowanie osób: 1 - K. Paciorek, 2 - A. Duda, 3 - 2 osoby na raz"
22502,1,2,A. Kurowski,oddechy oznaczyłem osobną etykietą
22503,1,2,A. Kurowski,
22504,1,2,A. Kurowski,
22505,1,2,A. Kurowski,
22506,1,2,A. Kurowski,
22507,1,2,A. Kurowski,
22508,1,2,A. Kurowski,
22509,1,2,A. Kurowski,
22510,1,2,A. Kurowski,
22511,1,2,A. Kurowski,
22512,1,2,A. Kurowski,
22513,1,2,A. Kurowski,
22514,1,2,A. Kurowski,
22515,1,2,A. Kurowski,
22516,0,,A. Kurowski,oddech
22517,1,,A. Kurowski,oddech
22518,1,,A. Kurowski,oddech
22519,1,,A. Kurowski,oddech
22520,1,2,A. Kurowski,
22521,1,2,A. Kurowski,
22522,1,2,A. Kurowski,
22523,1,2,A. Kurowski,
22524,1,2,A. Kurowski,
22525,1,2,A. Kurowski,
22526,1,2,A. Kurowski,
22527,1,2,A. Kurowski,
22528,1,2,A. Kurowski,
22529,1,2,A. Kurowski,
22530,1,2,A. Kurowski,
22531,1,2,A. Kurowski,
22532,1,2,A. Kurowski,
22533,1,2,A. Kurowski,
22534,1,2,A. Kurowski,
22535,1,2,A. Kurowski,
22536,1,2,A. Kurowski,
22537,1,2,A. Kurowski,
22538,1,2,A. Kurowski,
22539,1,2,A. Kurowski,
22540,1,2,A. Kurowski,
22541,1,2,A. Kurowski,
22542,1,2,A. Kurowski,
22543,1,2,A. Kurowski,
22544,1,2,A. Kurowski,
22545,1,2,A. Kurowski,
22546,1,2,A. Kurowski,
22547,1,2,A. Kurowski,
22548,1,2,A. Kurowski,
22549,1,2,A. Kurowski,
22550,1,2,A. Kurowski,
22551,1,2,A. Kurowski,
22552,1,2,A. Kurowski,
22553,1,2,A. Kurowski,
22554,1,2,A. Kurowski,
22555,1,2,A. Kurowski,
22556,1,2,A. Kurowski,
22557,1,2,A. Kurowski,
22558,1,2,A. Kurowski,
22559,1,2,A. Kurowski,
22560,1,2,A. Kurowski,
22561,1,2,A. Kurowski,
22562,1,,A. Kurowski,oddech
22563,1,,A. Kurowski,oddech
22564,1,,A. Kurowski,oddech
22565,1,2,A. Kurowski,
22566,1,2,A. Kurowski,
22567,1,2,A. Kurowski,
22568,1,2,A. Kurowski,
22569,1,2,A. Kurowski,
22570,1,2,A. Kurowski,
22571,1,2,A. Kurowski,
22572,1,2,A. Kurowski,
22573,1,2,A. Kurowski,
22574,1,2,A. Kurowski,
22575,1,2,A. Kurowski,
22576,1,2,A. Kurowski,
22577,1,2,A. Kurowski,
22578,1,2,A. Kurowski,
22579,1,2,A. Kurowski,
22580,1,2,A. Kurowski,
22581,1,2,A. Kurowski,
22582,1,2,A. Kurowski,
22583,1,2,A. Kurowski,
22584,1,2,A. Kurowski,
22585,1,2,A. Kurowski,
22586,1,2,A. Kurowski,
22587,1,2,A. Kurowski,
22588,1,2,A. Kurowski,
22589,1,2,A. Kurowski,
22590,1,2,A. Kurowski,
22591,1,2,A. Kurowski,
22592,1,2,A. Kurowski,
22593,1,2,A. Kurowski,
22594,1,2,A. Kurowski,
22595,1,2,A. Kurowski,
22596,1,2,A. Kurowski,
22597,1,2,A. Kurowski,
22598,1,,A. Kurowski,oddech
22599,1,,A. Kurowski,oddech
22600,1,,A. Kurowski,oddech
22601,1,2,A. Kurowski,
22602,1,2,A. Kurowski,
22603,1,2,A. Kurowski,
22604,1,2,A. Kurowski,
22605,1,2,A. Kurowski,
22606,1,2,A. Kurowski,
22607,1,2,A. Kurowski,
22608,1,2,A. Kurowski,
22609,1,2,A. Kurowski,
22610,1,2,A. Kurowski,
22611,1,2,A. Kurowski,
22612,1,2,A. Kurowski,
22613,1,2,A. Kurowski,
22614,1,2,A. Kurowski,
22615,1,2,A. Kurowski,
22616,1,2,A. Kurowski,
22617,1,2,A. Kurowski,
22618,1,2,A. Kurowski,
22619,1,2,A. Kurowski,
22620,1,2,A. Kurowski,
22621,1,2,A. Kurowski,
22622,1,2,A. Kurowski,
22623,1,2,A. Kurowski,
22624,1,2,A. Kurowski,
22625,1,2,A. Kurowski,
22626,1,,A. Kurowski,oddech
22627,1,,A. Kurowski,oddech
22628,1,2,A. Kurowski,
22629,1,2,A. Kurowski,
22630,1,2,A. Kurowski,
22631,1,2,A. Kurowski,
22632,1,2,A. Kurowski,
22633,1,2,A. Kurowski,
22634,1,2,A. Kurowski,
22635,1,2,A. Kurowski,
22636,1,2,A. Kurowski,
22637,1,2,A. Kurowski,
22638,1,2,A. Kurowski,
22639,1,2,A. Kurowski,
22640,1,2,A. Kurowski,
22641,1,2,A. Kurowski,
22642,1,2,A. Kurowski,
22643,1,2,A. Kurowski,
22644,1,2,A. Kurowski,
22645,1,2,A. Kurowski,
22646,1,2,A. Kurowski,
22647,1,2,A. Kurowski,
22648,1,2,A. Kurowski,
22649,1,2,A. Kurowski,
22650,1,2,A. Kurowski,
22651,1,2,A. Kurowski,
22652,1,2,A. Kurowski,
22653,1,2,A. Kurowski,
22654,1,2,A. Kurowski,
22655,1,,A. Kurowski,oddech
22656,1,,A. Kurowski,oddech
22657,1,2,A. Kurowski,
22658,1,2,A. Kurowski,
22659,1,2,A. Kurowski,
22660,1,2,A. Kurowski,
22661,1,,A. Kurowski,oddech
22662,1,,A. Kurowski,oddech
22663,1,2,A. Kurowski,
22664,1,2,A. Kurowski,
22665,1,2,A. Kurowski,
22666,1,2,A. Kurowski,
22667,1,2,A. Kurowski,oddech
22668,1,2,A. Kurowski,oddech
22669,1,2,A. Kurowski,
22670,1,2,A. Kurowski,
22671,1,2,A. Kurowski,
22672,1,2,A. Kurowski,
22673,1,2,A. Kurowski,
22674,1,2,A. Kurowski,
22675,1,2,A. Kurowski,
22676,1,2,A. Kurowski,
22677,1,2,A. Kurowski,
22678,1,2,A. Kurowski,
22679,1,2,A. Kurowski,
22680,1,2,A. Kurowski,
22681,1,2,A. Kurowski,
22682,1,2,A. Kurowski,
22683,1,2,A. Kurowski,
22684,1,2,A. Kurowski,
22685,1,2,A. Kurowski,
22686,1,2,A. Kurowski,
22687,1,2,A. Kurowski,
22688,1,2,A. Kurowski,
22689,1,2,A. Kurowski,
22690,0,,A. Kurowski,
22691,1,2,A. Kurowski,oddech
22692,1,2,A. Kurowski,
22693,1,2,A. Kurowski,
22694,1,2,A. Kurowski,
22695,1,2,A. Kurowski,
22696,1,2,A. Kurowski,
22697,1,2,A. Kurowski,
22698,1,2,A. Kurowski,
22699,1,2,A. Kurowski,
22700,1,2,A. Kurowski,
22701,1,2,A. Kurowski,
22702,1,2,A. Kurowski,
22703,0,,A. Kurowski,
22704,1,2,A. Kurowski,
22705,1,2,A. Kurowski,
22706,1,2,A. Kurowski,
22707,1,2,A. Kurowski,
22708,1,2,A. Kurowski,
22709,1,,A. Kurowski,oddech
22710,1,,A. Kurowski,oddech
22711,1,2,A. Kurowski,
22712,1,2,A. Kurowski,
22713,1,2,A. Kurowski,
22714,1,2,A. Kurowski,
22715,1,2,A. Kurowski,
22716,1,2,A. Kurowski,
22717,1,2,A. Kurowski,
22718,1,2,A. Kurowski,
22719,1,2,A. Kurowski,
22720,1,2,A. Kurowski,
22721,1,,A. Kurowski,oddech
22722,1,,A. Kurowski,oddech
22723,1,2,A. Kurowski,
22724,1,2,A. Kurowski,
22725,1,2,A. Kurowski,
22726,1,2,A. Kurowski,
22727,1,2,A. Kurowski,
22728,1,2,A. Kurowski,
22729,1,2,A. Kurowski,
22730,1,2,A. Kurowski,
22731,1,2,A. Kurowski,
22732,1,2,A. Kurowski,
22733,1,2,A. Kurowski,
22734,1,2,A. Kurowski,
22735,1,2,A. Kurowski,
22736,1,2,A. Kurowski,
22737,1,2,A. Kurowski,
22738,1,2,A. Kurowski,
22739,1,2,A. Kurowski,
22740,1,2,A. Kurowski,
22741,1,2,A. Kurowski,
22742,1,2,A. Kurowski,
22743,1,2,A. Kurowski,
22744,1,2,A. Kurowski,
22745,1,2,A. Kurowski,
22746,1,2,A. Kurowski,
22747,1,2,A. Kurowski,
22748,1,2,A. Kurowski,
22749,1,2,A. Kurowski,
22750,1,2,A. Kurowski,
22751,1,2,A. Kurowski,
22752,1,2,A. Kurowski,
22753,1,2,A. Kurowski,
22754,1,2,A. Kurowski,
22755,1,2,A. Kurowski,
22756,1,2,A. Kurowski,
22757,1,2,A. Kurowski,
22758,1,2,A. Kurowski,
22759,1,2,A. Kurowski,
22760,1,2,A. Kurowski,
22761,1,2,A. Kurowski,
22762,1,2,A. Kurowski,
22763,1,,A. Kurowski,oddech
22764,1,,A. Kurowski,oddech
22765,1,2,A. Kurowski,
22766,1,2,A. Kurowski,
22767,1,2,A. Kurowski,
22768,1,2,A. Kurowski,
22769,1,2,A. Kurowski,
22770,1,2,A. Kurowski,
22771,1,2,A. Kurowski,
22772,1,2,A. Kurowski,
22773,1,2,A. Kurowski,
22774,1,2,A. Kurowski,
22775,1,2,A. Kurowski,
22776,1,2,A. Kurowski,
22777,1,,A. Kurowski,oddech
22778,1,,A. Kurowski,oddech
22779,1,2,A. Kurowski,
22780,1,2,A. Kurowski,
22781,1,2,A. Kurowski,
22782,1,2,A. Kurowski,
22783,1,2,A. Kurowski,
22784,1,2,A. Kurowski,
22785,1,2,A. Kurowski,
22786,1,2,A. Kurowski,oddech
22787,1,2,A. Kurowski,
22788,1,2,A. Kurowski,
22789,1,2,A. Kurowski,
22790,1,2,A. Kurowski,
22791,1,2,A. Kurowski,
22792,1,2,A. Kurowski,
22793,1,2,A. Kurowski,
22794,1,2,A. Kurowski,
22795,1,2,A. Kurowski,
22796,1,2,A. Kurowski,
22797,1,2,A. Kurowski,
22798,1,2,A. Kurowski,
22799,1,2,A. Kurowski,
22800,1,2,A. Kurowski,
22801,1,2,A. Kurowski,
22802,1,2,A. Kurowski,
22803,1,2,A. Kurowski,
22804,1,2,A. Kurowski,
22805,1,2,A. Kurowski,
22806,1,2,A. Kurowski,
22807,1,2,A. Kurowski,
22808,1,2,A. Kurowski,
22809,1,2,A. Kurowski,
22810,1,2,A. Kurowski,
22811,1,2,A. Kurowski,
22812,1,2,A. Kurowski,
22813,1,2,A. Kurowski,
22814,1,2,A. Kurowski,
22815,1,2,A. Kurowski,
22816,1,2,A. Kurowski,
22817,1,2,A. Kurowski,
22818,1,2,A. Kurowski,
22819,1,2,A. Kurowski,
22820,1,2,A. Kurowski,
22821,1,2,A. Kurowski,
22822,1,2,A. Kurowski,oddech
22823,1,2,A. Kurowski,oddech
22824,1,2,A. Kurowski,
22825,1,2,A. Kurowski,
22826,1,2,A. Kurowski,
22827,1,2,A. Kurowski,
22828,1,2,A. Kurowski,
22829,1,2,A. Kurowski,
22830,1,2,A. Kurowski,
22831,1,2,A. Kurowski,
22832,1,2,A. Kurowski,
22833,1,2,A. Kurowski,
22834,1,2,A. Kurowski,
22835,1,2,A. Kurowski,
22836,1,2,A. Kurowski,
22837,1,2,A. Kurowski,
22838,1,2,A. Kurowski,
22839,1,2,A. Kurowski,
22840,1,2,A. Kurowski,
22841,1,2,A. Kurowski,
22842,1,,A. Kurowski,oddech
22843,1,2,A. Kurowski,
22844,1,2,A. Kurowski,
22845,1,2,A. Kurowski,
22846,1,2,A. Kurowski,
22847,1,,A. Kurowski,oddech
22848,1,,A. Kurowski,oddech
22849,1,2,A. Kurowski,
22850,1,2,A. Kurowski,
22851,1,2,A. Kurowski,
22852,1,2,A. Kurowski,
22853,1,2,A. Kurowski,
22854,1,2,A. Kurowski,
22855,1,2,A. Kurowski,
22856,1,2,A. Kurowski,
22857,1,2,A. Kurowski,
22858,1,2,A. Kurowski,
22859,1,2,A. Kurowski,
22860,1,2,A. Kurowski,
22861,1,2,A. Kurowski,
22862,1,2,A. Kurowski,
22863,1,2,A. Kurowski,
22864,1,2,A. Kurowski,
22865,1,2,A. Kurowski,
22866,1,2,A. Kurowski,
22867,1,2,A. Kurowski,
22868,1,2,A. Kurowski,
22869,1,2,A. Kurowski,
22870,1,2,A. Kurowski,
22871,1,2,A. Kurowski,
22872,1,2,A. Kurowski,
22873,1,2,A. Kurowski,
22874,1,2,A. Kurowski,
22875,1,2,A. Kurowski,
22876,1,2,A. Kurowski,
22877,1,2,A. Kurowski,
22878,1,2,A. Kurowski,
22879,1,2,A. Kurowski,
22880,1,2,A. Kurowski,
22881,1,2,A. Kurowski,
22882,1,2,A. Kurowski,
22883,1,2,A. Kurowski,
22884,1,2,A. Kurowski,
22885,1,2,A. Kurowski,
22886,1,2,A. Kurowski,
22887,1,2,A. Kurowski,
22888,1,2,A. Kurowski,
22889,1,2,A. Kurowski,
22890,1,2,A. Kurowski,
22891,1,2,A. Kurowski,
22892,1,2,A. Kurowski,
22893,1,2,A. Kurowski,
22894,1,,A. Kurowski,oddech
22895,1,2,A. Kurowski,
22896,1,2,A. Kurowski,
22897,1,2,A. Kurowski,
22898,1,2,A. Kurowski,
22899,1,2,A. Kurowski,
22900,1,2,A. Kurowski,
22901,1,,A. Kurowski,oddech
22902,1,2,A. Kurowski,
22903,1,2,A. Kurowski,
22904,1,2,A. Kurowski,
22905,1,2,A. Kurowski,
22906,1,2,A. Kurowski,
22907,1,2,A. Kurowski,
22908,1,2,A. Kurowski,
22909,1,2,A. Kurowski,
22910,1,2,A. Kurowski,
22911,1,2,A. Kurowski,
22912,1,2,A. Kurowski,
22913,1,2,A. Kurowski,
22914,1,2,A. Kurowski,
22915,1,2,A. Kurowski,
22916,1,2,A. Kurowski,
22917,1,2,A. Kurowski,
22918,1,2,A. Kurowski,
22919,1,2,A. Kurowski,
22920,1,2,A. Kurowski,
22921,1,,A. Kurowski,oddech
22922,1,,A. Kurowski,oddech
22923,1,2,A. Kurowski,
22924,1,2,A. Kurowski,
22925,1,2,A. Kurowski,
22926,1,2,A. Kurowski,
22927,1,2,A. Kurowski,
22928,1,2,A. Kurowski,
22929,1,2,A. Kurowski,
22930,1,2,A. Kurowski,
22931,1,2,A. Kurowski,
22932,1,2,A. Kurowski,
22933,1,2,A. Kurowski,
22934,1,2,A. Kurowski,
22935,1,2,A. Kurowski,
22936,1,2,A. Kurowski,
22937,1,2,A. Kurowski,
22938,1,2,A. Kurowski,
22939,1,2,A. Kurowski,
22940,1,2,A. Kurowski,
22941,1,2,A. Kurowski,
22942,0,,A. Kurowski,
22943,0,,A. Kurowski,
22944,1,,A. Kurowski,oddech
22945,1,,A. Kurowski,oddech
22946,1,,A. Kurowski,oddech
22947,0,,A. Kurowski,
22948,1,1,A. Kurowski,
22949,1,1,A. Kurowski,
22950,1,1,A. Kurowski,
22951,1,1,A. Kurowski,
22952,1,1,A. Kurowski,
22953,1,,A. Kurowski,oddech
22954,1,,A. Kurowski,oddech
22955,1,1,A. Kurowski,
22956,1,1,A. Kurowski,
22957,1,1,A. Kurowski,
22958,1,1,A. Kurowski,
22959,1,,A. Kurowski,oddech
22960,1,,A. Kurowski,oddech
22961,1,,A. Kurowski,oddech
22962,0,,A. Kurowski,
22963,0,,A. Kurowski,
22964,0,,A. Kurowski,
22965,0,,A. Kurowski,
22966,0,,A. Kurowski,
22967,0,,A. Kurowski,
22968,1,1,A. Kurowski,
22969,1,1,A. Kurowski,
22970,1,1,A. Kurowski,
22971,1,1,A. Kurowski,
22972,0,,A. Kurowski,
22973,0,,A. Kurowski,
22974,1,3,A. Kurowski,
22975,1,3,A. Kurowski,
22976,1,3,A. Kurowski,
22977,1,1,A. Kurowski,
22978,1,1,A. Kurowski,
22979,1,1,A. Kurowski,
22980,0,,A. Kurowski,
22981,0,,A. Kurowski,
22982,1,2,A. Kurowski,
22983,1,2,A. Kurowski,
22984,1,2,A. Kurowski,
22985,1,2,A. Kurowski,
22986,1,,A. Kurowski,oddech
22987,1,,A. Kurowski,oddech
22988,1,,A. Kurowski,oddech
22989,1,,A. Kurowski,oddech
22990,0,,A. Kurowski,
22991,0,,A. Kurowski,
22992,0,,A. Kurowski,
22993,0,,A. Kurowski,
22994,0,,A. Kurowski,
22995,0,,A. Kurowski,
22996,0,,A. Kurowski,
22997,0,,A. Kurowski,
22998,0,,A. Kurowski,
22999,0,,A. Kurowski,
23000,0,,A. Kurowski,
23001,0,,A. Kurowski,
23002,0,,A. Kurowski,
23003,0,,A. Kurowski,
23004,0,,A. Kurowski,
23005,0,,A. Kurowski,
23006,0,,A. Kurowski,
23007,0,,A. Kurowski,
23008,0,,A. Kurowski,
23009,0,,A. Kurowski,
23010,0,,A. Kurowski,
23011,0,,A. Kurowski,
23012,0,,A. Kurowski,
23013,0,,A. Kurowski,
23014,0,,A. Kurowski,
23015,0,,A. Kurowski,
23016,0,,A. Kurowski,
23017,0,,A. Kurowski,
23018,0,,A. Kurowski,
23019,0,,A. Kurowski,
23020,0,,A. Kurowski,
23021,0,,A. Kurowski,
23022,0,,A. Kurowski,
23023,0,,A. Kurowski,
23024,0,,A. Kurowski,
23025,0,,A. Kurowski,
23026,0,,A. Kurowski,
23027,0,,A. Kurowski,
23028,0,,A. Kurowski,
23029,0,,A. Kurowski,
23030,0,,A. Kurowski,
23031,0,,A. Kurowski,
23032,0,,A. Kurowski,
23033,0,,A. Kurowski,
23034,0,,A. Kurowski,
23035,0,,A. Kurowski,
23036,0,,A. Kurowski,
23037,0,,A. Kurowski,
23038,0,,A. Kurowski,
23039,0,,A. Kurowski,
23040,0,,A. Kurowski,
23041,0,,A. Kurowski,
23042,0,,szum nagrany,szum generowany
23043,0,,szum nagrany,
23044,0,,szum nagrany,
23045,0,,szum nagrany,
23046,0,,szum nagrany,
23047,0,,szum nagrany,
23048,0,,szum nagrany,
23049,0,,szum nagrany,
23050,0,,szum nagrany,
23051,0,,szum nagrany,
23052,0,,szum nagrany,
23053,0,,szum nagrany,
23054,0,,szum nagrany,
23055,0,,szum nagrany,
23056,0,,szum nagrany,
23057,0,,szum nagrany,
23058,0,,szum nagrany,
23059,0,,szum nagrany,
23060,0,,szum nagrany,
23061,0,,szum nagrany,
23062,0,,szum nagrany,
23063,0,,szum nagrany,
23064,0,,szum nagrany,
23065,0,,szum nagrany,
23066,0,,szum nagrany,
23067,0,,szum nagrany,
23068,0,,szum nagrany,
23069,0,,szum nagrany,
23070,0,,szum nagrany,
23071,0,,szum nagrany,
23072,0,,szum nagrany,
23073,0,,szum nagrany,
23074,0,,szum nagrany,
23075,0,,szum nagrany,
23076,0,,szum nagrany,
23077,0,,szum nagrany,
23078,0,,szum nagrany,
23079,0,,szum nagrany,
23080,0,,szum nagrany,
23081,0,,szum nagrany,
23082,0,,szum nagrany,
23083,0,,szum nagrany,
23084,0,,szum nagrany,
23085,0,,szum nagrany,
23086,0,,szum nagrany,
23087,0,,szum nagrany,
23088,0,,szum nagrany,
23089,0,,szum nagrany,
23090,0,,szum nagrany,
23091,0,,szum nagrany,
23092,0,,szum nagrany,
23093,0,,szum nagrany,
23094,0,,szum nagrany,
23095,0,,szum nagrany,
23096,0,,szum nagrany,
23097,0,,szum nagrany,
23098,0,,szum nagrany,
23099,0,,szum nagrany,
23100,0,,szum nagrany,
23101,0,,szum nagrany,
23102,0,,szum nagrany,
23103,0,,szum nagrany,
23104,0,,szum nagrany,
23105,0,,szum nagrany,
23106,0,,szum nagrany,
23107,0,,szum nagrany,
23108,0,,szum nagrany,
23109,0,,szum nagrany,
23110,0,,szum nagrany,
23111,0,,szum nagrany,
23112,0,,szum nagrany,
23113,0,,szum nagrany,
23114,0,,szum nagrany,
23115,0,,szum nagrany,
23116,0,,szum nagrany,
23117,0,,szum nagrany,
23118,0,,szum nagrany,
23119,0,,szum nagrany,
23120,0,,szum nagrany,
23121,0,,szum nagrany,
23122,0,,szum nagrany,
23123,0,,szum nagrany,
23124,0,,szum nagrany,
23125,0,,szum nagrany,
23126,0,,szum nagrany,
23127,0,,szum nagrany,
23128,0,,szum nagrany,
23129,0,,szum nagrany,
23130,0,,szum nagrany,
23131,0,,szum nagrany,
23132,0,,szum nagrany,
23133,0,,szum nagrany,
23134,0,,szum nagrany,
23135,0,,szum nagrany,
23136,0,,szum nagrany,
23137,0,,szum nagrany,
23138,0,,szum nagrany,
23139,0,,szum nagrany,
23140,0,,szum nagrany,
23141,0,,szum nagrany,
23142,0,,szum nagrany,
23143,0,,szum nagrany,
23144,0,,szum nagrany,
23145,0,,szum nagrany,
23146,0,,szum nagrany,
23147,0,,szum nagrany,
23148,0,,szum nagrany,
23149,0,,szum nagrany,
23150,0,,szum nagrany,
23151,0,,szum nagrany,
23152,0,,szum nagrany,
23153,0,,szum nagrany,
23154,0,,szum nagrany,
23155,0,,szum nagrany,
23156,0,,szum nagrany,
23157,0,,szum nagrany,
23158,0,,szum nagrany,
23159,0,,szum nagrany,
23160,0,,szum nagrany,
23161,0,,szum nagrany,
23162,0,,szum nagrany,
23163,0,,szum nagrany,
23164,0,,szum nagrany,
23165,0,,szum nagrany,
23166,0,,szum nagrany,
23167,0,,szum nagrany,
23168,0,,szum nagrany,
23169,0,,szum nagrany,
23170,0,,szum nagrany,
23171,0,,szum nagrany,
23172,0,,szum nagrany,
23173,0,,szum nagrany,
23174,0,,szum nagrany,
23175,0,,szum nagrany,
23176,0,,szum nagrany,
23177,0,,szum nagrany,
23178,0,,szum nagrany,
23179,0,,szum nagrany,
23180,0,,szum nagrany,
23181,0,,szum nagrany,
23182,0,,szum nagrany,
23183,0,,szum nagrany,
23184,0,,szum nagrany,
23185,0,,szum nagrany,
23186,0,,szum nagrany,
23187,0,,szum nagrany,
23188,0,,szum nagrany,
23189,0,,szum nagrany,
23190,0,,szum nagrany,
23191,0,,szum nagrany,
23192,0,,szum nagrany,
23193,0,,szum nagrany,
23194,0,,szum nagrany,
23195,0,,szum nagrany,
23196,0,,szum nagrany,
23197,0,,szum nagrany,
23198,0,,szum nagrany,
23199,0,,szum nagrany,
23200,0,,szum nagrany,
23201,0,,szum nagrany,
23202,0,,szum nagrany,
23203,0,,szum nagrany,
23204,0,,szum nagrany,
23205,0,,szum nagrany,
23206,0,,szum nagrany,
23207,0,,szum nagrany,
23208,0,,szum nagrany,
23209,0,,szum nagrany,
23210,0,,szum nagrany,
23211,0,,szum nagrany,
23212,0,,szum nagrany,
23213,0,,szum nagrany,
23214,0,,szum nagrany,
23215,0,,szum nagrany,
23216,0,,szum nagrany,
23217,0,,szum nagrany,
23218,0,,szum nagrany,
23219,0,,szum nagrany,
23220,0,,szum nagrany,
23221,0,,szum nagrany,
23222,0,,szum nagrany,
23223,0,,szum nagrany,
23224,0,,szum nagrany,
23225,0,,szum nagrany,
23226,0,,szum nagrany,
23227,0,,szum nagrany,
23228,0,,szum nagrany,
23229,0,,szum nagrany,
23230,0,,szum nagrany,
23231,0,,szum nagrany,
23232,0,,szum nagrany,
23233,0,,szum nagrany,
23234,0,,szum nagrany,
23235,0,,szum nagrany,
23236,0,,szum nagrany,
23237,0,,szum nagrany,
23238,0,,szum nagrany,
23239,0,,szum nagrany,
23240,0,,szum nagrany,
23241,0,,szum nagrany,
23242,0,,szum nagrany,
23243,0,,szum nagrany,
23244,0,,szum nagrany,
23245,0,,szum nagrany,
23246,0,,szum nagrany,
23247,0,,szum nagrany,
23248,0,,szum nagrany,
23249,0,,szum nagrany,
23250,0,,szum nagrany,
23251,0,,szum nagrany,
23252,0,,szum nagrany,
23253,0,,szum nagrany,
23254,0,,szum nagrany,
23255,0,,szum nagrany,
23256,0,,szum nagrany,
23257,0,,szum nagrany,
23258,0,,szum nagrany,
23259,0,,szum nagrany,
23260,0,,szum nagrany,
23261,0,,szum nagrany,
23262,0,,szum nagrany,
23263,0,,szum nagrany,
23264,0,,szum nagrany,
23265,0,,szum nagrany,
23266,0,,szum nagrany,
23267,0,,szum nagrany,
23268,0,,szum nagrany,
23269,0,,szum nagrany,
23270,0,,szum nagrany,
23271,0,,szum nagrany,
23272,0,,szum nagrany,
23273,0,,szum nagrany,
23274,0,,szum nagrany,
23275,0,,szum nagrany,
23276,0,,szum nagrany,
23277,0,,szum nagrany,
23278,0,,szum nagrany,
23279,0,,szum nagrany,
23280,0,,szum nagrany,
23281,0,,szum nagrany,
23282,0,,szum nagrany,
23283,0,,szum nagrany,
23284,0,,szum nagrany,
23285,0,,szum nagrany,
23286,0,,szum nagrany,
23287,0,,szum nagrany,
23288,0,,szum nagrany,
23289,0,,szum nagrany,
23290,0,,szum nagrany,
23291,0,,szum nagrany,
23292,0,,szum nagrany,
23293,0,,szum nagrany,
23294,0,,szum nagrany,
23295,0,,szum nagrany,
23296,0,,szum nagrany,
23297,0,,szum nagrany,
23298,0,,szum nagrany,
23299,0,,szum nagrany,
23300,0,,szum nagrany,
23301,0,,szum nagrany,
23302,0,,szum nagrany,
23303,0,,szum nagrany,
23304,0,,szum nagrany,
23305,0,,szum nagrany,
23306,0,,szum nagrany,
23307,0,,szum nagrany,
23308,0,,szum nagrany,
23309,0,,szum nagrany,
23310,0,,szum nagrany,
23311,0,,szum nagrany,
23312,0,,szum nagrany,
23313,0,,szum nagrany,
23314,0,,szum nagrany,
23315,0,,szum nagrany,
